                 Decay                   Y(i)      E(i)     Delta(i)
Nuclide  T1/2    Mode       Auger Line  (/nt)      (MeV)    Gy kg/nt
--------------------------------------------------------------------
                            CK MMX     4.69E-01  3.281E-04  2.47E-17
                            Auger MNN  1.14E+00  1.636E-03  2.98E-16
                            Auger MNX  1.00E-01  1.834E-03  2.95E-17
                            Auger MXY  5.04E-03  2.145E-03  1.73E-18
                            CK NNX     2.32E+00  1.698E-04  6.30E-17
                            Auger NXY  9.81E-02  3.506E-04  5.51E-18
                            CK OOX     1.34E+00  3.547E-05  7.62E-18
                                                      Total 1.02E-15
Ir-190n 3.087 h EC IT       Auger KLL  1.98E-02  4.993E-02  1.58E-16
                            Auger KLX  1.05E-02  5.977E-02  1.01E-16
                            Auger KXY  1.34E-03  6.961E-02  1.49E-17
                            CK LLX     1.51E-01  6.020E-04  1.46E-17
                            Auger LMM  3.56E-01  6.865E-03  3.92E-16
                            Auger LMX  1.41E-01  8.763E-03  1.98E-16
                            Auger LXY  1.39E-02  1.069E-02  2.37E-17
                            CK MMX     4.80E-01  3.325E-04  2.56E-17
                            Auger MNN  1.16E+00  1.581E-03  2.94E-16
                            Auger MNX  9.07E-02  1.777E-03  2.58E-17
                            Auger MXY  4.71E-03  2.066E-03  1.56E-18
                            CK NNX     2.42E+00  1.635E-04  6.33E-17
                            Auger NXY  9.70E-02  3.432E-04  5.33E-18
                            CK OOX     1.42E+00  2.962E-05  6.73E-18
                            Auger OXY  4.03E-03  5.681E-05  3.67E-20
                            Auger KLL  8.32E-04  5.135E-02  6.84E-18
                            Auger KLX  4.43E-04  6.152E-02  4.37E-18
                            Auger KXY  5.68E-05  7.169E-02  6.52E-19
                            CK LLX     6.04E-02  5.698E-04  5.51E-18
                            Auger LMM  8.37E-02  7.051E-03  9.46E-17
                            Auger LMX  3.39E-02  9.027E-03  4.91E-17
                            Auger LXY  3.37E-03  1.103E-02  5.96E-18
                            CK MMX     1.27E-01  3.521E-04  7.15E-18
                            Auger MNN  2.96E-01  1.642E-03  7.77E-17
                            Auger MNX  2.60E-02  1.842E-03  7.68E-18
                            Auger MXY  1.29E-03  2.149E-03  4.45E-19
                            CK NNX     6.12E-01  1.709E-04  1.68E-17
                            Auger NXY  2.74E-02  3.628E-04  1.59E-18
                            CK OOX     3.57E-01  3.542E-05  2.03E-18
                                                      Total 1.61E-15
Ir-191m 4.94 s IT           Auger KLL  1.58E-02  5.135E-02  1.30E-16
                            Auger KLX  8.39E-03  6.152E-02  8.27E-17
                            Auger KXY  1.08E-03  7.169E-02  1.24E-17
                            CK LLX     1.59E-01  8.520E-04  2.17E-17
                            Auger LMM  6.16E-01  7.132E-03  7.04E-16
                            Auger LMX  2.50E-01  9.107E-03  3.65E-16
                            Auger LXY  2.49E-02  1.111E-02  4.42E-17
                            CK MMX     8.48E-01  3.531E-04  4.80E-17
                            Auger MNN  2.01E+00  1.647E-03  5.31E-16
                            Auger MNX  1.78E-01  1.850E-03  5.29E-17
                            Auger MXY  8.89E-03  2.157E-03  3.07E-18
                            CK NNX     4.19E+00  1.713E-04  1.15E-16
                            Auger NXY  1.85E-01  3.594E-04  1.07E-17
                            CK OOX     2.41E+00  3.537E-05  1.37E-17
                                                      Total 2.13E-15
Ir-192  73.827 d EC B+      Auger KLL  2.50E-03  5.278E-02  2.12E-17
                            Auger KLX  1.34E-03  6.329E-02  1.36E-17
                            Auger KXY  1.73E-04  7.381E-02  2.04E-18
                            CK LLX     1.81E-02  8.138E-04  2.36E-18
                            Auger LMM  5.44E-02  7.320E-03  6.38E-17
                            Auger LMX  2.25E-02  9.372E-03  3.37E-17
                            Auger LXY  2.26E-03  1.145E-02  4.15E-18
                            CK MMX     6.50E-02  4.092E-04  4.26E-18
                            Auger MNN  1.77E-01  1.699E-03  4.81E-17
                            Auger MNX  1.69E-02  1.911E-03  5.16E-18
                            Auger MXY  8.34E-04  2.233E-03  2.99E-19
                            CK NNX     3.61E-01  1.715E-04  9.90E-18
                            Auger NXY  6.83E-01  5.598E-05  6.13E-18
                            CK OOX     4.22E-01  3.746E-05  2.54E-18
                            Auger KLL  1.22E-03  4.993E-02  9.79E-18
                            Auger KLX  6.48E-04  5.977E-02  6.21E-18
                            Auger KXY  8.26E-05  6.961E-02  9.22E-19
                            CK LLX     1.04E-02  6.080E-04  1.02E-18
                            Auger LMM  2.43E-02  6.883E-03  2.67E-17
                            Auger LMX  9.63E-03  8.782E-03  1.36E-17
                            Auger LXY  9.44E-04  1.071E-02  1.62E-18
                            CK MMX     3.31E-02  3.338E-04  1.77E-18
                            Auger MNN  7.94E-02  1.582E-03  2.01E-17
                            Auger MNX  6.21E-03  1.778E-03  1.77E-18
                            Auger MXY  3.22E-04  2.067E-03  1.07E-19
                            CK NNX     1.66E-01  1.636E-04  4.34E-18
                            Auger NXY  6.67E-03  3.438E-04  3.67E-19
                            CK OOX     9.73E-02  2.961E-05  4.61E-19
                            Auger OXY  2.77E-04  5.681E-05  2.52E-21
                                                      Total 3.06E-16
Ir-192m 1.45 m B+ IT        CK LLX     5.58E-02  1.170E-03  1.05E-17
                            Auger LMM  3.32E-01  7.214E-03  3.84E-16
                            Auger LMX  1.35E-01  9.192E-03  1.99E-16
                            Auger LXY  1.34E-02  1.120E-02  2.41E-17
                            CK MMX     4.70E-01  3.579E-04  2.69E-17
                            Auger MNN  1.09E+00  1.651E-03  2.87E-16
                            Auger MNX  9.66E-02  1.857E-03  2.87E-17
                            Auger MXY  4.83E-03  2.165E-03  1.67E-18
                            CK NNX     2.29E+00  1.717E-04  6.30E-17
                            Auger NXY  1.02E-01  3.604E-04  5.87E-18
                            CK OOX     1.31E+00  3.535E-05  7.43E-18
                            Auger KLL  1.65E-07  5.278E-02  1.40E-21
                            Auger KLX  8.85E-08  6.329E-02  8.98E-22
                            Auger KXY  1.14E-08  7.381E-02  1.35E-22
                            CK LLX     1.20E-06  8.183E-04  1.57E-22
                            Auger LMM  3.63E-06  7.323E-03  4.26E-21
                            Auger LMX  1.50E-06  9.376E-03  2.25E-21
                            Auger LXY  1.51E-07  1.146E-02  2.77E-22
                            CK MMX     4.34E-06  4.094E-04  2.85E-22
                            Auger MNN  1.18E-05  1.699E-03  3.21E-21
                            Auger MNX  1.12E-06  1.911E-03  3.44E-22
                            Auger MXY  5.57E-08  2.234E-03  1.99E-23
                            CK NNX     2.41E-05  1.715E-04  6.61E-22
                            Auger NXY  4.56E-05  5.599E-05  4.09E-22
                            CK OOX     2.82E-05  3.746E-05  1.69E-22
                                                      Total 1.04E-15
Pt-191  2.802 d EC          Auger KLL  3.78E-02  5.135E-02  3.11E-16
                            Auger KLX  2.01E-02  6.152E-02  1.98E-16
                            Auger KXY  2.58E-03  7.169E-02  2.96E-17
                            CK LLX     2.93E-01  6.852E-04  3.21E-17
                            Auger LMM  7.49E-01  7.076E-03  8.49E-16
                            Auger LMX  3.04E-01  9.049E-03  4.40E-16
                            Auger LXY  3.02E-02  1.105E-02  5.34E-17
                            CK MMX     1.01E+00  3.499E-04  5.66E-17
                            Auger MNN  2.44E+00  1.643E-03  6.42E-16
                            Auger MNX  2.15E-01  1.844E-03  6.36E-17
                            Auger MXY  1.07E-02  2.151E-03  3.68E-18
                            CK NNX     5.03E+00  1.711E-04  1.38E-16
                            Auger NXY  2.22E-01  3.595E-04  1.28E-17
                            CK OOX     2.90E+00  3.540E-05  1.65E-17
                                                      Total 2.85E-15
Pt-193  50 y EC             CK LLX     4.95E-01  5.128E-04  4.07E-17
                            Auger LMM  3.16E-01  7.111E-03  3.60E-16
                            Auger LMX  1.28E-01  9.100E-03  1.87E-16
                            Auger LXY  1.28E-02  1.113E-02  2.29E-17
                            CK MMX     7.00E-01  3.681E-04  4.13E-17
                            Auger MNN  1.36E+00  1.644E-03  3.57E-16
                            Auger MNX  1.20E-01  1.849E-03  3.54E-17
                            Auger MXY  5.94E-03  2.161E-03  2.06E-18
                            CK NNX     2.93E+00  1.711E-04  8.02E-17
                            Auger NXY  1.41E-01  3.785E-04  8.52E-18
                            CK OOX     1.78E+00  3.546E-05  1.01E-17
                                                      Total 1.15E-15
Pt-193m 4.33 d IT           Auger KLL  3.95E-03  5.278E-02  3.34E-17
                            Auger KLX  2.12E-03  6.329E-02  2.15E-17
                            Auger KXY  2.73E-04  7.381E-02  3.22E-18
                            CK LLX     1.53E-01  6.020E-04  1.48E-17
                            Auger LMM  3.86E-01  7.021E-03  4.34E-16
                            Auger LMX  1.58E-01  9.054E-03  2.29E-16
                            Auger LXY  1.58E-02  1.111E-02  2.82E-17
                            CK MMX     1.34E+00  4.201E-04  9.02E-17
                            Auger MNN  1.89E+00  1.719E-03  5.20E-16
                            Auger MNX  1.87E-01  1.955E-03  5.86E-17
                            Auger MXY  9.64E-03  2.301E-03  3.55E-18
                            CK NNX     6.03E+00  1.745E-04  1.69E-16
                            Auger NXY  9.78E+00  6.501E-05  1.02E-16
                            CK OOX     7.44E+00  3.751E-05  4.47E-17
                                                      Total 1.75E-15
Pt-195m 4.02 d IT           Auger KLL  2.12E-02  5.278E-02  1.80E-16
                            Auger KLX  1.14E-02  6.329E-02  1.15E-16
                            Auger KXY  1.47E-03  7.381E-02  1.73E-17
                            CK LLX     7.64E-01  5.950E-04  7.28E-17
                            Auger LMM  9.82E-01  7.202E-03  1.13E-15
                            Auger LMX  4.05E-01  9.253E-03  6.00E-16
                            Auger LXY  4.07E-02  1.133E-02  7.39E-17
                            CK MMX     1.33E+00  4.050E-04  8.65E-17
                            Auger MNN  3.51E+00  1.694E-03  9.51E-16
                            Auger MNX  3.33E-01  1.904E-03  1.02E-16
                            Auger MXY  1.65E-02  2.226E-03  5.87E-18
                            CK NNX     7.13E+00  1.710E-04  1.95E-16
                            Auger NXY  1.36E+01  5.607E-05  1.22E-16
                            CK OOX     8.45E+00  3.748E-05  5.07E-17
                                                      Total 3.70E-15
Pt-197  19.8915 h B+        Auger KLL  9.18E-04  5.424E-02  7.98E-18
                            Auger KLX  4.94E-04  6.510E-02  5.15E-18
                            Auger KXY  6.41E-05  7.597E-02  7.80E-19
                            CK LLX     2.64E-01  6.543E-04  2.77E-17
                            Auger LMM  2.62E-01  7.554E-03  3.17E-16
                            Auger LMX  1.10E-01  9.695E-03  1.72E-16
                            Auger LXY  1.13E-02  1.187E-02  2.15E-17
                            CK MMX     4.01E-01  4.205E-04  2.70E-17
                            Auger MNN  9.75E-01  1.755E-03  2.74E-16
                            Auger MNX  1.01E-01  1.976E-03  3.19E-17
                            Auger MXY  4.94E-03  2.314E-03  1.83E-18
                            CK NNX     1.97E+00  1.747E-04  5.51E-17
                            Auger NXY  3.73E+00  6.456E-05  3.86E-17
                            CK OOX     2.45E+00  4.016E-05  1.57E-17
                                                      Total 9.96E-16
Pt-197m 95.41 m B+ IT       Auger KLL  1.27E-02  5.278E-02  1.07E-16
                            Auger KLX  6.81E-03  6.329E-02  6.90E-17
                            Auger KXY  8.77E-04  7.381E-02  1.04E-17
                            CK LLX     2.02E-01  8.190E-04  2.65E-17
                            Auger LMM  6.32E-01  7.308E-03  7.40E-16
                            Auger LMX  2.61E-01  9.359E-03  3.91E-16
                            Auger LXY  2.63E-02  1.144E-02  4.81E-17
                            CK MMX     7.77E-01  4.091E-04  5.09E-17
                            Auger MNN  2.08E+00  1.700E-03  5.66E-16
                            Auger MNX  1.99E-01  1.912E-03  6.08E-17
                            Auger MXY  9.84E-03  2.235E-03  3.53E-18
                            CK NNX     4.26E+00  1.714E-04  1.17E-16
                            Auger NXY  8.05E+00  5.600E-05  7.23E-17
                            CK OOX     4.99E+00  3.746E-05  2.99E-17
                            Auger KLL  2.17E-04  5.424E-02  1.89E-18
                            Auger KLX  1.17E-04  6.510E-02  1.22E-18
                            Auger KXY  1.52E-05  7.597E-02  1.85E-19
                            CK LLX     3.70E-03  1.063E-03  6.30E-19
                            Auger LMM  1.36E-02  7.654E-03  1.67E-17
                            Auger LMX  5.76E-03  9.792E-03  9.03E-18
                            Auger LXY  5.89E-04  1.196E-02  1.13E-18
                            CK MMX     1.81E-02  4.241E-04  1.23E-18
                            Auger MNN  4.52E-02  1.763E-03  1.28E-17
                            Auger MNX  4.71E-03  1.988E-03  1.50E-18
                            Auger MXY  2.33E-04  2.328E-03  8.67E-20
                            CK NNX     9.23E-02  1.752E-04  2.59E-18
                            Auger NXY  1.73E-01  6.429E-05  1.78E-18
                            CK OOX     1.13E-01  4.015E-05  7.28E-19
                                                      Total 2.34E-15
Au-195m 30.5 s IT           Auger KLL  6.15E-03  5.424E-02  5.35E-17
                            Auger KLX  3.31E-03  6.510E-02  3.46E-17
                            Auger KXY  4.30E-04  7.597E-02  5.23E-18
                            CK LLX     1.03E-01  1.066E-03  1.76E-17
                            Auger LMM  4.28E-01  7.581E-03  5.20E-16
                            Auger LMX  1.80E-01  9.715E-03  2.81E-16
                            Auger LXY  1.84E-02  1.188E-02  3.50E-17
                            CK MMX     5.62E-01  4.206E-04  3.79E-17
                            Auger MNN  1.42E+00  1.761E-03  4.02E-16
                            Auger MNX  1.48E-01  1.985E-03  4.71E-17
                            Auger MXY  7.32E-03  2.325E-03  2.72E-18
                            CK NNX     2.89E+00  1.749E-04  8.10E-17
                            Auger NXY  5.43E+00  6.418E-05  5.58E-17
                            CK OOX     3.54E+00  4.014E-05  2.28E-17
                                                      Total 1.60E-15
Au-195  186.098 d EC        Auger KLL  2.61E-02  5.278E-02  2.21E-16
                            Auger KLX  1.40E-02  6.329E-02  1.42E-16
                            Auger KXY  1.80E-03  7.381E-02  2.13E-17
                            CK LLX     6.40E-01  6.036E-04  6.19E-17
                            Auger LMM  7.50E-01  7.276E-03  8.74E-16
                            Auger LMX  3.10E-01  9.331E-03  4.63E-16
                            Auger LXY  3.12E-02  1.142E-02  5.71E-17
                            CK MMX     1.06E+00  4.092E-04  6.94E-17
                            Auger MNN  2.70E+00  1.695E-03  7.34E-16
                            Auger MNX  2.57E-01  1.906E-03  7.84E-17
                            Auger MXY  1.27E-02  2.229E-03  4.52E-18
                            CK NNX     5.53E+00  1.713E-04  1.52E-16
                            Auger NXY  1.05E+01  5.630E-05  9.48E-17
                            CK OOX     6.56E+00  3.748E-05  3.94E-17
                                                      Total 3.01E-15
Au-198  2.69517 d B+        Auger KLL  7.25E-04  5.572E-02  6.47E-18
                            Auger KLX  3.92E-04  6.694E-02  4.21E-18
                            Auger KXY  5.12E-05  7.816E-02  6.41E-19
                            CK LLX     5.38E-03  9.076E-04  7.82E-19
                            Auger LMM  1.47E-02  7.710E-03  1.82E-17
                            Auger LMX  6.30E-03  9.922E-03  1.00E-17
                            Auger LXY  6.51E-04  1.216E-02  1.27E-18
                            CK MMX     1.99E-02  4.183E-04  1.34E-18
                            Auger MNN  4.86E-02  1.810E-03  1.41E-17
                            Auger MNX  5.39E-03  2.044E-03  1.76E-18
                            Auger MXY  2.66E-04  2.399E-03  1.02E-19
                            CK NNX     9.48E-02  1.749E-04  2.65E-18
                            Auger NXY  1.80E-01  6.993E-05  2.01E-18
                            CK OOX     1.23E-01  4.205E-05  8.28E-19
                            Auger OXY  8.14E-05  9.271E-05  1.21E-21
                                                      Total 6.44E-17
Au-198m 2.27 d IT           Auger KLL  2.25E-02  5.424E-02  1.96E-16
                            Auger KLX  1.21E-02  6.510E-02  1.27E-16
                            Auger KXY  1.57E-03  7.597E-02  1.91E-17
                            CK LLX     2.93E-01  7.738E-04  3.63E-17
                            Auger LMM  8.25E-01  7.380E-03  9.75E-16
                            Auger LMX  3.46E-01  9.502E-03  5.27E-16
                            Auger LXY  3.52E-02  1.165E-02  6.57E-17
                            CK MMX     1.06E+00  4.091E-04  6.97E-17
                            Auger MNN  2.76E+00  1.753E-03  7.76E-16
                            Auger MNX  2.86E-01  1.974E-03  9.05E-17
                            Auger MXY  1.41E-02  2.312E-03  5.23E-18
                            CK NNX     5.51E+00  1.741E-04  1.54E-16
                            Auger NXY  1.04E+01  6.396E-05  1.07E-16
                            CK OOX     6.79E+00  4.014E-05  4.37E-17
                                                      Total 3.19E-15
Au-199  3.139 d B+          Auger KLL  4.56E-03  5.572E-02  4.07E-17
                            Auger KLX  2.47E-03  6.694E-02  2.65E-17
                            Auger KXY  3.22E-04  7.816E-02  4.03E-18
                            CK LLX     6.57E-02  9.106E-04  9.58E-18
                            Auger LMM  1.63E-01  7.774E-03  2.03E-16
                            Auger LMX  6.99E-02  9.989E-03  1.12E-16
                            Auger LXY  7.23E-03  1.224E-02  1.42E-17
                            CK MMX     2.30E-01  4.223E-04  1.56E-17
                            Auger MNN  5.49E-01  1.813E-03  1.59E-16
                            Auger MNX  6.08E-02  2.048E-03  2.00E-17
                            Auger MXY  3.01E-03  2.403E-03  1.16E-18
                            CK NNX     1.08E+00  1.751E-04  3.03E-17
                            Auger NXY  2.04E+00  7.009E-05  2.29E-17
                            CK OOX     1.40E+00  4.206E-05  9.41E-18
                            Auger OXY  9.26E-04  9.274E-05  1.38E-20
                                                      Total 6.69E-16
Hg-195  10.53 h EC B-       Auger KLL  2.12E-02  5.424E-02  1.84E-16
                            Auger KLX  1.14E-02  6.510E-02  1.19E-16
                            Auger KXY  1.48E-03  7.597E-02  1.80E-17
                            CK LLX     3.51E-01  7.360E-04  4.14E-17
                            Auger LMM  6.44E-01  7.500E-03  7.73E-16
                            Auger LMX  2.71E-01  9.632E-03  4.18E-16
                            Auger LXY  2.76E-02  1.180E-02  5.22E-17
                            CK MMX     8.60E-01  4.164E-04  5.74E-17
                            Auger MNN  2.20E+00  1.755E-03  6.18E-16
                            Auger MNX  2.27E-01  1.976E-03  7.19E-17
                            Auger MXY  1.12E-02  2.314E-03  4.14E-18
                            CK NNX     4.40E+00  1.746E-04  1.23E-16
                            Auger NXY  8.33E+00  6.423E-05  8.57E-17
                            CK OOX     5.44E+00  4.015E-05  3.50E-17
                                                      Total 2.60E-15
Hg-195m 41.6 h EC B- IT     Auger KLL  1.14E-03  5.572E-02  1.02E-17
                            Auger KLX  6.18E-04  6.694E-02  6.63E-18
                            Auger KXY  8.06E-05  7.816E-02  1.01E-18
                            CK LLX     6.36E-01  6.629E-04  6.75E-17
                            Auger LMM  5.31E-01  7.612E-03  6.48E-16
                            Auger LMX  2.27E-01  9.827E-03  3.58E-16
                            Auger LXY  2.35E-02  1.208E-02  4.55E-17
                            CK MMX     9.04E-01  4.186E-04  6.06E-17
                            Auger MNN  2.06E+00  1.804E-03  5.95E-16
                            Auger MNX  2.27E-01  2.035E-03  7.39E-17
                            Auger MXY  1.12E-02  2.390E-03  4.28E-18
                            CK NNX     4.02E+00  1.745E-04  1.12E-16
                            Auger NXY  7.67E+00  7.035E-05  8.64E-17
                            CK OOX     5.28E+00  4.204E-05  3.56E-17
                            Auger OXY  3.63E-03  9.319E-05  5.42E-20
                            Auger KLL  1.23E-02  5.424E-02  1.07E-16
                            Auger KLX  6.60E-03  6.510E-02  6.89E-17
                            Auger KXY  8.56E-04  7.597E-02  1.04E-17
                            CK LLX     1.21E-01  8.696E-04  1.69E-17
                            Auger LMM  3.56E-01  7.517E-03  4.29E-16
                            Auger LMX  1.50E-01  9.648E-03  2.31E-16
                            Auger LXY  1.53E-02  1.181E-02  2.89E-17
                            CK MMX     4.59E-01  4.170E-04  3.07E-17
                            Auger MNN  1.18E+00  1.757E-03  3.33E-16
                            Auger MNX  1.23E-01  1.980E-03  3.89E-17
                            Auger MXY  6.05E-03  2.318E-03  2.25E-18
                            CK NNX     2.38E+00  1.747E-04  6.65E-17
                            Auger NXY  4.48E+00  6.413E-05  4.61E-17
                            CK OOX     2.92E+00  4.014E-05  1.88E-17
                                                      Total 3.53E-15
Hg-197  64.94 h EC          Auger KLL  1.98E-02  5.424E-02  1.72E-16
                            Auger KLX  1.07E-02  6.510E-02  1.11E-16
                            Auger KXY  1.38E-03  7.597E-02  1.68E-17
                            CK LLX     4.56E-01  6.859E-04  5.01E-17
                            Auger LMM  6.33E-01  7.497E-03  7.60E-16
                            Auger LMX  2.66E-01  9.631E-03  4.11E-16
                            Auger LXY  2.72E-02  1.180E-02  5.14E-17
                            CK MMX     8.82E-01  4.169E-04  5.89E-17
                            Auger MNN  2.22E+00  1.754E-03  6.25E-16
                            Auger MNX  2.30E-01  1.974E-03  7.27E-17
                            Auger MXY  1.13E-02  2.313E-03  4.18E-18
                            CK NNX     4.46E+00  1.745E-04  1.25E-16
                            Auger NXY  8.44E+00  6.433E-05  8.70E-17
                            CK OOX     5.52E+00  4.015E-05  3.55E-17
                                                      Total 2.58E-15
Hg-197m 23.8 h EC IT        Auger KLL  8.41E-03  5.572E-02  7.51E-17
                            Auger KLX  4.55E-03  6.694E-02  4.88E-17
                            Auger KXY  5.94E-04  7.816E-02  7.44E-18
                            CK LLX     1.94E-01  8.229E-04  2.56E-17
                            Auger LMM  4.87E-01  7.603E-03  5.93E-16
                            Auger LMX  2.08E-01  9.808E-03  3.27E-16
                            Auger LXY  2.14E-02  1.204E-02  4.13E-17
                            CK MMX     7.00E-01  4.136E-04  4.64E-17
                            Auger MNN  1.66E+00  1.808E-03  4.82E-16
                            Auger MNX  1.84E-01  2.042E-03  6.03E-17
                            Auger MXY  9.13E-03  2.398E-03  3.51E-18
                            CK NNX     3.24E+00  1.745E-04  9.06E-17
                            Auger NXY  6.15E+00  6.987E-05  6.88E-17
                            CK OOX     4.21E+00  4.204E-05  2.84E-17
                            Auger OXY  2.81E-03  9.278E-05  4.18E-20
                            Auger KLL  2.24E-03  5.424E-02  1.95E-17
                            Auger KLX  1.21E-03  6.510E-02  1.26E-17
                            Auger KXY  1.57E-04  7.597E-02  1.91E-18
                            CK LLX     2.45E-02  8.667E-04  3.40E-18
                            Auger LMM  6.62E-02  7.559E-03  8.02E-17
                            Auger LMX  2.79E-02  9.692E-03  4.33E-17
                            Auger LXY  2.85E-03  1.186E-02  5.41E-18
                            CK MMX     8.65E-02  4.192E-04  5.81E-18
                            Auger MNN  2.20E-01  1.759E-03  6.21E-17
                            Auger MNX  2.29E-02  1.981E-03  7.26E-18
                            Auger MXY  1.13E-03  2.320E-03  4.19E-19
                            CK NNX     4.44E-01  1.748E-04  1.24E-17
                            Auger NXY  8.38E-01  6.421E-05  8.62E-18
                            CK OOX     5.47E-01  4.015E-05  3.52E-18
                                                      Total 2.16E-15
Hg-203  46.612 d B+         Auger KLL  3.37E-03  5.722E-02  3.09E-17
                            Auger KLX  1.83E-03  6.881E-02  2.02E-17
                            Auger KXY  2.40E-04  8.040E-02  3.10E-18
                            CK LLX     2.46E-02  9.428E-04  3.72E-18
                            Auger LMM  6.28E-02  7.872E-03  7.92E-17
                            Auger LMX  2.73E-02  1.016E-02  4.45E-17
                            Auger LXY  2.86E-03  1.248E-02  5.72E-18
                            CK MMX     8.66E-02  4.187E-04  5.81E-18
                            Auger MNN  2.10E-01  1.860E-03  6.25E-17
                            Auger MNX  2.47E-02  2.106E-03  8.33E-18
                            Auger MXY  1.23E-03  2.478E-03  4.90E-19
                            CK NNX     3.99E-01  1.746E-04  1.11E-17
                            Auger NXY  7.60E-01  7.574E-05  9.22E-18
                            CK OOX     5.09E-01  4.302E-05  3.51E-18
                            Auger OXY  4.63E-04  9.844E-05  7.30E-21
                                                      Total 2.88E-16
Hg-206  8.15 m B+           Auger KLL  2.52E-03  5.722E-02  2.31E-17
                            Auger KLX  1.37E-03  6.881E-02  1.51E-17
                            Auger KXY  1.80E-04  8.040E-02  2.32E-18
                            CK LLX     1.79E-02  9.114E-04  2.61E-18
                            Auger LMM  4.33E-02  7.839E-03  5.43E-17
                            Auger LMX  1.88E-02  1.013E-02  3.05E-17
                            Auger LXY  1.97E-03  1.245E-02  3.92E-18
                            CK MMX     5.93E-02  4.168E-04  3.96E-18
                            Auger MNN  1.44E-01  1.859E-03  4.30E-17
                            Auger MNX  1.70E-02  2.104E-03  5.73E-18
                            Auger MXY  8.50E-04  2.476E-03  3.37E-19
                            CK NNX     2.74E-01  1.745E-04  7.65E-18
                            Auger NXY  5.22E-01  7.569E-05  6.33E-18
                            CK OOX     3.50E-01  4.301E-05  2.41E-18
                            Auger OXY  3.19E-04  9.846E-05  5.03E-21
                                                      Total 2.01E-16
Tl-200  26.1 h EC B-        Auger KLL  2.09E-02  5.572E-02  1.87E-16
                            Auger KLX  1.13E-02  6.694E-02  1.22E-16
                            Auger KXY  1.48E-03  7.816E-02  1.85E-17
                            CK LLX     1.72E-01  8.143E-04  2.24E-17
                            Auger LMM  3.77E-01  7.648E-03  4.62E-16
                            Auger LMX  1.61E-01  9.857E-03  2.54E-16
                            Auger LXY  1.66E-02  1.209E-02  3.22E-17
                            CK MMX     5.16E-01  4.155E-04  3.44E-17
                            Auger MNN  1.26E+00  1.807E-03  3.65E-16
                            Auger MNX  1.39E-01  2.040E-03  4.56E-17
                            Auger MXY  6.89E-03  2.394E-03  2.64E-18
                            CK NNX     2.44E+00  1.746E-04  6.84E-17
                            Auger NXY  4.65E+00  6.991E-05  5.21E-17
                            CK OOX     3.18E+00  4.204E-05  2.14E-17
                            Auger OXY  2.12E-03  9.278E-05  3.15E-20
                                                      Total 1.69E-15
Tl-201  72.912 h EC         Auger KLL  2.43E-02  5.572E-02  2.17E-16
                            Auger KLX  1.32E-02  6.694E-02  1.41E-16
                            Auger KXY  1.71E-03  7.816E-02  2.15E-17
                            CK LLX     3.53E-01  7.435E-04  4.20E-17
                            Auger LMM  5.29E-01  7.659E-03  6.49E-16
                            Auger LMX  2.26E-01  9.871E-03  3.58E-16
                            Auger LXY  2.34E-02  1.211E-02  4.54E-17
                            CK MMX     7.76E-01  4.180E-04  5.20E-17
                            Auger MNN  1.85E+00  1.807E-03  5.34E-16
                            Auger MNX  2.04E-01  2.039E-03  6.66E-17
                            Auger MXY  1.01E-02  2.394E-03  3.86E-18
                            CK NNX     4.16E+00  1.760E-04  1.17E-16
                            Auger NXY  7.40E+00  7.237E-05  8.58E-17
                            CK OOX     5.34E+00  4.208E-05  3.60E-17
                            Auger OXY  3.79E-03  9.379E-05  5.70E-20
                                                      Total 2.37E-15
Tl-202  12.23 d EC          Auger KLL  2.03E-02  5.572E-02  1.81E-16
                            Auger KLX  1.10E-02  6.694E-02  1.18E-16
                            Auger KXY  1.43E-03  7.816E-02  1.79E-17
                            CK LLX     1.65E-01  8.138E-04  2.15E-17
                            Auger LMM  3.63E-01  7.646E-03  4.44E-16
                            Auger LMX  1.55E-01  9.855E-03  2.45E-16
                            Auger LXY  1.60E-02  1.209E-02  3.10E-17
                            CK MMX     4.96E-01  4.154E-04  3.30E-17
                            Auger MNN  1.21E+00  1.807E-03  3.51E-16
                            Auger MNX  1.34E-01  2.040E-03  4.38E-17
                            Auger MXY  6.62E-03  2.394E-03  2.54E-18
                            CK NNX     2.35E+00  1.746E-04  6.57E-17
                            Auger NXY  4.47E+00  6.991E-05  5.01E-17
                            CK OOX     3.06E+00  4.204E-05  2.06E-17
                            Auger OXY  2.04E-03  9.278E-05  3.03E-20
                                                      Total 1.63E-15
Tl-206  4.2 m B+            Auger KLL  1.97E-05  5.875E-02  1.85E-19
                            Auger KLX  1.08E-05  7.071E-02  1.22E-19
                            Auger KXY  1.42E-06  8.268E-02  1.88E-20
                            CK LLX     1.48E-04  9.557E-04  2.26E-20
                            Auger LMM  3.34E-04  8.024E-03  4.30E-19
                            Auger LMX  1.48E-04  1.040E-02  2.46E-19
                            Auger LXY  1.57E-05  1.280E-02  3.21E-20
                            CK MMX     4.67E-04  4.206E-04  3.15E-20
                            Auger MNN  1.13E-03  1.910E-03  3.46E-19
                            Auger MNX  1.41E-04  2.169E-03  4.89E-20
                            Auger MXY  7.13E-06  2.559E-03  2.92E-21
                            CK NNX     2.12E-03  1.738E-04  5.89E-20
                            Auger NXY  4.01E-03  8.228E-05  5.29E-20
